##name Bulgarian
##ownname Български
##isocode bg_BG.UTF-8
##plural 0

##id 0x0000
STR_0001_OFF_EDGE_OF_MAP                                        :{WHITE}Извън картата
STR_CONFIG_PATCHES_CURRENCY                                     :{CURRENCY}

STR_CONFIG_PATCHES_QUERY_CAPT                                   :{WHITE}Промяна стойноста на настройка


STR_CHEATS                                                      :{WHITE}Кодове
STR_CHEATS_TIP                                                  :{BLACK}Кутийките показват дали този код е бил използван
STR_CHEATS_WARNING                                              :{BLACK}Внимание! По този начин ще измамите своите съперници. Имайте в предвид, че това безчестие ще бъде запомнено вовеки веков.
STR_CHEAT_MONEY                                                 :{LTBLUE}Увеличаване на парите с {CURRENCY64}
STR_CHEAT_CHANGE_PLAYER                                         :{LTBLUE}Игра като: {ORANGE}{COMMA}
STR_CHEAT_EXTRA_DYNAMITE                                        :{LTBLUE}Магически булдозер (премахва промишленост, неподвижни обекти): {ORANGE}{STRING}
STR_CHEAT_CROSSINGTUNNELS                                       :{LTBLUE}Тунелите може да се пресичат: {ORANGE}{STRING}
STR_CHEAT_BUILD_IN_PAUSE                                        :{LTBLUE}Строене докато режима е Пауза: {ORANGE}{STRING}
STR_CHEAT_NO_JETCRASH                                           :{LTBLUE}Реактивните самолети няма да се разбиват (често) в малки летища: {ORANGE} {STRING}
STR_CHEAT_SWITCH_CLIMATE                                        :{LTBLUE}Промяна на климата: {ORANGE} {STRING}
STR_CHEAT_CHANGE_DATE                                           :{LTBLUE}Промяна на датата: {ORANGE} {DATE_SHORT}
STR_CHEAT_SETUP_PROD                                            :{LTBLUE}Промяна на производствените стойности: {ORANGE}{STRING}
STR_CHEAT_ALLOW_CONVRAIL                                        :{LTBLUE}Позволяване ел. двигатели да работят на обикновени жп линии






STR_CANT_CHANGE_WAYPOINT_NAME                                   :{WHITE}Не може да се променя името на пункта...
STR_CANT_BUILD_TRAIN_WAYPOINT                                   :{WHITE}Тук не може да се строи влаков пункт...
STR_CANT_REMOVE_TRAIN_WAYPOINT                                  :{WHITE}Оттук не може да се премахва влаковия пункт...

STR_BUILD_AUTORAIL_TIP                                          :{BLACK} Строеж на жп линия в режим Автоматичен


STR_CAN_T_GENERATE_INDUSTRIES                                   :{WHITE}Не може да се генерира промишленост...



STR_TREES_RANDOM_TYPE                                           :{BLACK}Дървета от произволен тип
STR_TREES_RANDOM_TYPE_TIP                                       :{BLACK}Постави дървета от произволен тип

STR_CANT_BUILD_CANALS                                           :{WHITE}Тук не може да се строят канали...
STR_BUILD_CANALS_TIP                                            :{BLACK}Строене на канали. Натиснете CTRL за да поставите морска плочка (само на нивото на морето).

STR_CANT_BUILD_LOCKS                                            :{WHITE}Тук не може да се строят шлюзове...
STR_BUILD_LOCKS_TIP                                             :{BLACK}Строеж на шлюзове

STR_BUOY_IS_IN_USE                                              :{WHITE}...шамандурата се използва!


STR_CANT_REMOVE_PART_OF_STATION                                 :{WHITE}Не може да се премахва част от гарата...
STR_CANT_CONVERT_RAIL                                           :{WHITE}Тук не може да се променя типа на жп линията...







STR_CONFIG_GAME_PRODUCTION                                      :{WHITE}Промяна на производство

TEMP_AI_IN_PROGRESS                                             :{WHITE}Добре дошли в новия АИ, който е още в процес на разработване. Ако срещнете проблеми, направете screenshot и го пуснете във форума.
TEMP_AI_ACTIVATED                                               :{WHITE}Внимание: този нов АИ е все още alpha! Засега, само камионите и автобусите работят!
TEMP_AI_MULTIPLAYER                                             :{WHITE}Внимание: имплементацията е все още експериментална (използва се новия АИ). Моля съобщете за всякаквипроблеми на truelight@openttd.org.

############ network gui strings











############ Leave those lines in this order!!
############ End of leave-in-this-order







############ Leave those lines in this order!!

############ End of leave-in-this-order




############ Leave those lines in this order!!
############ End of leave-in-this-order





############ end network gui strings


STR_CONFIG_PATCHES_MAP_X                                        :{LTBLUE}X-размер на карта: {ORANGE}{STRING}
STR_CONFIG_PATCHES_MAP_Y                                        :{LTBLUE}Y-размер на карта: {ORANGE}{STRING}


##### PNG-MAP-Loader


STR_BMPMAP_ERROR                                                :{WHITE}Не може да отвориш пейзаж от BMP..
STR_BMPMAP_ERR_IMAGE_TYPE                                       :{WHITE}...не може да се промени бида на снимката.

##id 0x0800
STR_0800_COST                                                   :{TINYFONT}{RED}Цена: {CURRENCY}
STR_0801_COST                                                   :{RED}Цена: {CURRENCY}
STR_0802_INCOME                                                 :{TINYFONT}{GREEN}Приход: {CURRENCY}
STR_0803_INCOME                                                 :{GREEN}Приход: {CURRENCY}
STR_0804_ESTIMATED_COST                                         :{TINYFONT}{WHITE}Приблизителна цена: {CURRENCY}
STR_0805_ESTIMATED_COST                                         :{WHITE}Приблизителна цена: {CURRENCY}
STR_0806_ESTIMATED_INCOME                                       :{TINYFONT}{WHITE}Приблизителен приход: {CURRENCY}
